idx,rel_path,in_path,out_path,orig_fs,used_fs,channel_idx,env_file,range_m,src_z,rcv_z,Npaths,power_db
146,train\ClassC\ferry\train_ClassC_ferry_id6_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg013.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg013.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
147,train\ClassC\ferry\train_ClassC_ferry_id6_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg014.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg014.wav,16000,16000,33,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,8.371
148,train\ClassC\ferry\train_ClassC_ferry_id6_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg015.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg015.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
149,train\ClassC\ferry\train_ClassC_ferry_id6_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg016.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg016.wav,16000,16000,40,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.917
150,train\ClassC\ferry\train_ClassC_ferry_id6_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg017.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg017.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
151,train\ClassC\ferry\train_ClassC_ferry_id6_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id6_seg018.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id6_seg018.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
152,train\ClassC\ferry\train_ClassC_ferry_id7_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id7_seg019.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id7_seg019.wav,16000,16000,25,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.972
153,train\ClassC\ferry\train_ClassC_ferry_id7_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id7_seg020.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id7_seg020.wav,16000,16000,29,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,8.371
154,train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id7_seg021.wav,16000,16000,6,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.430
155,train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg022.wav,16000,16000,47,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
156,train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg023.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
157,train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg024.wav,16000,16000,21,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,10.151
158,train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg025.wav,16000,16000,30,env_073_winter_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,7.686
159,train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id8_seg026.wav,16000,16000,34,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,7.686
160,train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg027.wav,16000,16000,11,env_025_summer_shallow_H50_R500_sand.arr,500.00,NaN,NaN,12,9.565
161,train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg028.wav,16000,16000,36,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
162,train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg029.wav,16000,16000,42,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.577
163,train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg030.wav,16000,16000,32,env_074_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
164,train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg031.wav,16000,16000,26,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.901
165,train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg032.wav,16000,16000,23,env_057_isothermal_H200_R500_sand.arr,500.00,NaN,NaN,2,2.972
166,train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg033.wav,16000,16000,20,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,9.990
167,train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg034.wav,16000,16000,25,env_058_isothermal_H200_R500_mud.arr,500.00,NaN,NaN,2,2.972
168,train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id10_seg035.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
169,train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg036.wav,16000,16000,36,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
170,train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg037.wav,16000,16000,19,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,10.151
171,train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg038.wav,16000,16000,17,env_034_summer_shallow_H200_R500_mud.arr,500.00,NaN,NaN,3,2.824
172,train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id11_seg039.wav,16000,16000,47,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.951
173,train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg040.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
174,train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg041.wav,16000,16000,46,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.025
175,train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg042.wav,16000,16000,37,env_081_winter_shallow_H200_R500_sand.arr,500.00,NaN,NaN,2,2.344
176,train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg043.wav,16000,16000,39,env_082_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
177,train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg044.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
178,train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg045.wav,16000,16000,31,env_074_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
179,train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id12_seg046.wav,16000,16000,48,env_105_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
180,train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg047.wav,16000,16000,20,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,9.990
181,train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg048.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
182,train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id14_seg049.wav,16000,16000,36,env_081_deep_channel_H200_R500_sand.arr,500.00,NaN,NaN,2,2.917
183,train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg050.wav,16000,16000,49,env_106_deep_channel_H200_R500_mud.arr,500.00,NaN,NaN,2,2.951
184,train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg051.wav,16000,16000,42,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.577
185,train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg052.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
186,train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id17_seg053.wav,16000,16000,33,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,8.371
187,train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg054.wav,16000,16000,45,env_098_deep_channel_H50_R500_mud.arr,500.00,NaN,NaN,12,10.122
188,train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg055.wav,16000,16000,7,env_009_munk_H200_R500_sand.arr,500.00,NaN,NaN,2,2.920
189,train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg056.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
190,train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg057.wav,16000,16000,34,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,7.686
191,train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg058.wav,16000,16000,27,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
192,train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg059.wav,16000,16000,5,env_002_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
193,train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg060.wav,16000,16000,28,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
194,train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg061.wav,16000,16000,21,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,10.151
195,train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg062.wav,16000,16000,28,env_073_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.025
196,train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg063.wav,16000,16000,34,env_074_winter_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,7.686
197,train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg064.wav,16000,16000,15,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,3,2.824
198,train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg065.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
199,train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id32_seg066.wav,16000,16000,15,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,3,2.824
200,train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg067.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
201,train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg068.wav,16000,16000,43,env_097_deep_channel_H50_R500_sand.arr,500.00,NaN,NaN,12,10.122
202,train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg069.wav,16000,16000,41,env_082_winter_shallow_H200_R500_mud.arr,500.00,NaN,NaN,2,2.344
203,train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg070.wav,16000,16000,21,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,10.151
204,train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg071.wav,16000,16000,19,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,10.151
205,train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg072.wav,16000,16000,1,env_001_munk_H50_R500_mud.arr,500.00,NaN,NaN,12,9.867
206,train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id34_seg073.wav,16000,16000,15,env_033_summer_shallow_H200_R500_sand.arr,500.00,NaN,NaN,3,2.824
207,train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg074.wav,16000,16000,14,env_026_summer_shallow_H50_R500_mud.arr,500.00,NaN,NaN,12,9.033
208,train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg075.wav,16000,16000,20,env_049_isothermal_H50_R500_sand.arr,500.00,NaN,NaN,12,9.990
209,train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15\train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,E:\rcq\pythonProject\Data\ShipsEar_16k_30s_hop15_WOA\train\ClassC\ferry\train_ClassC_ferry_id36_seg076.wav,16000,16000,22,env_050_isothermal_H50_R500_mud.arr,500.00,NaN,NaN,12,9.990
